Indent_ID,Truck_Number,Customer_ID,Cluster_ID,MS_Requirement,HSD_Requirement,LDO_Requirement,FO_Requirement,LSHS_Requirement,SKO_Requirement,Latitude,Longitude,Sealing_Status,Customer_Satisfaction,Truck_Capacity
INDENT14625,Cluster25_Truck482,Customer625,Cluster25,14.97,55.91,57.29,19.37,5.46,49.05,11.197931,84.377119,Not Sealed,Perfect,340.0
INDENT17525,Cluster25_Truck482,Customer1525,Cluster25,49.34,18.83,4.79,26.75,9.58,55.07,28.918902,76.604433,Sealed,Good,340.0
INDENT426,Cluster26_Truck513,Customer426,Cluster26,31.34,3.63,15.53,11.3,1.89,4.77,27.546815,89.652195,Sealed,Good,180.0
INDENT6226,Cluster26_Truck513,Customer226,Cluster26,12.4,42.03,58.33,2.67,8.62,51.55,25.956149,70.927261,Sealed,Good,180.0
INDENT6726,Cluster26_Truck513,Customer726,Cluster26,3.44,21.64,10.49,28.15,39.28,19.66,18.023477,76.028181,Sealed,Good,180.0
INDENT9526,Cluster26_Truck513,Customer1526,Cluster26,34.83,53.31,11.56,31.4,22.55,13.5,17.050012,89.222653,Not Sealed,Moderate,180.0
INDENT11526,Cluster26_Truck513,Customer1526,Cluster26,35.13,35.96,12.96,17.88,10.07,53.34,27.322315,88.61281,Sealed,Good,180.0
INDENT13526,Cluster26_Truck513,Customer1526,Cluster26,11.77,16.16,33.77,22.71,38.64,10.85,26.276084,76.292955,Sealed,Good,180.0
INDENT428,Cluster28_Truck553,Customer428,Cluster28,13.84,49.04,38.8,23.32,50.99,32.49,12.939634,73.05427,Not Sealed,Moderate,410.0
INDENT628,Cluster28_Truck553,Customer628,Cluster28,17.24,4.59,14.03,10.56,12.88,57.0,22.272473,84.875426,Sealed,Good,410.0
INDENT3428,Cluster28_Truck553,Customer1428,Cluster28,49.67,57.95,35.04,58.32,9.18,54.52,25.474156,85.391076,Not Sealed,Good,410.0
INDENT4428,Cluster28_Truck553,Customer428,Cluster28,32.63,21.9,18.52,54.86,6.66,34.76,26.050284,87.069804,Not Sealed,Bad,410.0
INDENT5128,Cluster28_Truck553,Customer1128,Cluster28,46.76,49.69,41.38,9.35,16.23,0.71,22.056914,74.550639,Sealed,Good,410.0
INDENT5828,Cluster28_Truck553,Customer1828,Cluster28,30.5,10.49,14.98,49.3,32.73,14.71,24.493422,72.089381,Sealed,Good,410.0
INDENT6728,Cluster28_Truck553,Customer728,Cluster28,4.94,52.43,42.68,2.56,36.29,53.88,15.126816,73.253056,Not Sealed,Bad,410.0
INDENT14128,Cluster28_Truck553,Customer128,Cluster28,17.49,34.96,22.46,28.76,0.26,46.25,16.140458,83.529207,Sealed,Good,410.0
INDENT14428,Cluster28_Truck553,Customer428,Cluster28,51.57,48.29,10.83,12.67,39.25,51.62,25.686915,86.428333,Sealed,Good,410.0
INDENT15528,Cluster28_Truck553,Customer1528,Cluster28,37.17,55.68,2.21,52.55,15.95,41.17,10.93158,76.698753,Sealed,Good,410.0
INDENT17728,Cluster28_Truck553,Customer1728,Cluster28,40.48,15.89,41.18,9.52,5.29,14.85,27.774964,78.227246,Sealed,Good,410.0
INDENT430,Cluster30_Truck583,Customer430,Cluster30,32.22,29.29,43.36,57.65,28.89,46.45,27.931436,85.193429,Not Sealed,Moderate,320.0
INDENT3930,Cluster30_Truck583,Customer1930,Cluster30,6.15,15.28,36.27,6.5,33.3,41.02,21.041739,82.143016,Sealed,Good,320.0
INDENT7430,Cluster30_Truck583,Customer1430,Cluster30,21.35,34.5,10.35,34.02,8.77,44.86,20.834136,70.356918,Not Sealed,Good,320.0
INDENT9430,Cluster30_Truck583,Customer1430,Cluster30,44.69,1.33,46.21,6.22,26.81,39.98,26.560079,83.536148,Not Sealed,Bad,320.0
INDENT12030,Cluster30_Truck583,Customer30,Cluster30,35.68,10.89,23.67,57.11,19.0,58.15,15.257092,76.012771,Not Sealed,Moderate,320.0
INDENT12530,Cluster30_Truck583,Customer530,Cluster30,41.12,11.56,9.12,48.08,48.48,19.17,10.257589,85.041176,Not Sealed,Bad,320.0
INDENT14530,Cluster30_Truck583,Customer530,Cluster30,10.05,42.03,20.42,41.44,6.82,11.59,24.601355,71.245529,Sealed,Good,320.0
INDENT15530,Cluster30_Truck583,Customer1530,Cluster30,31.19,52.31,13.81,47.46,22.56,56.29,10.321001,89.744458,Sealed,Good,320.0
INDENT431,Cluster31_Truck602,Customer431,Cluster31,40.7,23.34,17.73,15.63,0.35,52.64,20.491063,86.445555,Sealed,Good,340.0
INDENT1031,Cluster31_Truck602,Customer1031,Cluster31,25.6,35.25,55.95,41.68,17.91,0.24,16.867686,74.022671,Sealed,Good,340.0
INDENT3931,Cluster31_Truck602,Customer1931,Cluster31,6.26,47.52,8.38,6.95,39.95,31.01,19.269706,76.728551,Sealed,Good,340.0
INDENT10131,Cluster31_Truck602,Customer131,Cluster31,22.05,1.56,21.64,38.74,8.35,44.71,18.830854,77.410619,Not Sealed,Good,340.0
INDENT10431,Cluster31_Truck602,Customer431,Cluster31,54.4,0.84,26.97,26.32,26.04,10.08,11.633584,74.375408,Not Sealed,Bad,340.0
INDENT10831,Cluster31_Truck602,Customer831,Cluster31,47.3,14.8,52.75,30.09,46.94,17.68,16.260212,86.895371,Not Sealed,Perfect,340.0
INDENT11031,Cluster31_Truck602,Customer1031,Cluster31,54.36,52.96,40.89,21.36,55.54,23.46,10.76524,76.56457,Sealed,Good,340.0
INDENT11431,Cluster31_Truck602,Customer1431,Cluster31,34.65,53.88,33.73,49.35,30.24,15.89,10.849734,89.982751,Sealed,Good,340.0
INDENT11731,Cluster31_Truck602,Customer1731,Cluster31,54.55,44.18,4.54,49.6,1.38,37.13,29.553807,86.694919,Not Sealed,Moderate,340.0
INDENT432,Cluster32_Truck628,Customer432,Cluster32,3.51,17.69,54.17,45.92,1.29,51.35,21.429921,72.216745,Sealed,Good,450.0
INDENT1632,Cluster32_Truck628,Customer1632,Cluster32,55.14,42.58,16.8,52.55,18.26,46.77,24.680763,83.677398,Sealed,Good,450.0
INDENT2332,Cluster32_Truck628,Customer332,Cluster32,58.02,52.03,53.38,29.43,23.7,15.65,25.702014,78.04135,Sealed,Good,450.0
INDENT6432,Cluster32_Truck628,Customer432,Cluster32,29.49,2.63,59.14,43.6,8.74,32.67,12.094125,78.919688,Sealed,Good,450.0
INDENT6732,Cluster32_Truck628,Customer732,Cluster32,35.23,45.29,5.16,38.04,18.64,24.7,19.505194,71.965107,Sealed,Good,450.0
INDENT7532,Cluster32_Truck628,Customer1532,Cluster32,59.1,28.45,5.49,41.77,7.0,26.1,11.023569,79.535675,Sealed,Good,450.0
INDENT12332,Cluster32_Truck628,Customer332,Cluster32,39.1,19.0,22.87,6.32,49.05,2.28,16.929278,75.762876,Not Sealed,Good,450.0
INDENT12732,Cluster32_Truck628,Customer732,Cluster32,56.85,45.52,50.55,59.28,33.2,11.36,10.675887,84.611382,Sealed,Good,450.0
INDENT14132,Cluster32_Truck628,Customer132,Cluster32,54.65,0.62,51.57,53.34,25.83,58.5,28.997274,74.540843,Sealed,Good,450.0
INDENT17832,Cluster32_Truck628,Customer1832,Cluster32,53.9,47.25,8.66,25.12,44.11,54.02,28.797493,88.909005,Sealed,Good,450.0
INDENT433,Cluster33_Truck655,Customer433,Cluster33,52.21,13.96,16.12,20.56,4.37,46.3,17.672896,80.502513,Not Sealed,Perfect,490.0
INDENT533,Cluster33_Truck655,Customer533,Cluster33,46.98,57.79,4.71,24.05,57.03,15.02,16.104925,88.90661,Not Sealed,Moderate,490.0
INDENT733,Cluster33_Truck655,Customer733,Cluster33,8.47,38.13,1.64,30.06,27.75,39.34,15.11201,82.350406,Sealed,Good,490.0
INDENT933,Cluster33_Truck655,Customer933,Cluster33,59.85,7.34,53.97,4.25,10.43,37.76,25.38069,79.444643,Not Sealed,Perfect,490.0
INDENT1033,Cluster33_Truck655,Customer1033,Cluster33,12.06,36.92,46.99,28.19,14.3,35.18,17.084856,77.187296,Not Sealed,Bad,490.0
INDENT1633,Cluster33_Truck655,Customer1633,Cluster33,55.9,15.26,42.5,46.66,50.8,10.36,27.785712,70.440427,Sealed,Good,490.0
INDENT3233,Cluster33_Truck655,Customer1233,Cluster33,52.25,2.25,20.45,37.96,45.02,7.88,25.079531,86.072823,Sealed,Good,490.0
INDENT6033,Cluster33_Truck655,Customer33,Cluster33,32.0,7.4,59.77,59.92,40.81,36.5,23.282928,72.867253,Sealed,Good,490.0
INDENT7033,Cluster33_Truck655,Customer1033,Cluster33,24.91,44.89,5.41,38.7,36.0,53.11,29.085056,84.114767,Not Sealed,Bad,490.0
INDENT7133,Cluster33_Truck655,Customer1133,Cluster33,5.52,24.1,53.56,1.76,26.34,56.36,27.676207,74.595611,Sealed,Good,490.0
INDENT7533,Cluster33_Truck655,Customer1533,Cluster33,34.07,12.73,13.85,47.94,11.65,40.85,12.52841,76.172305,Sealed,Good,490.0
INDENT11133,Cluster33_Truck655,Customer1133,Cluster33,36.6,45.45,12.69,51.89,33.7,43.47,23.412413,78.236514,Sealed,Good,490.0
INDENT11433,Cluster33_Truck655,Customer1433,Cluster33,54.59,21.13,47.12,57.69,41.69,30.16,28.217604,86.723929,Not Sealed,Good,490.0
INDENT15033,Cluster33_Truck655,Customer1033,Cluster33,5.78,9.73,0.17,28.02,3.55,22.04,19.654192,89.487311,Sealed,Good,490.0
INDENT435,Cluster35_Truck684,Customer435,Cluster35,48.52,18.84,42.28,3.8,26.69,47.54,17.517175,73.284224,Sealed,Good,340.0
INDENT535,Cluster35_Truck684,Customer535,Cluster35,13.4,1.04,8.98,29.43,31.6,10.67,23.181774,89.015781,Sealed,Good,340.0
INDENT635,Cluster35_Truck684,Customer635,Cluster35,16.61,43.47,22.72,12.91,2.76,57.16,14.63107,88.360146,Sealed,Good,340.0
INDENT3135,Cluster35_Truck684,Customer1135,Cluster35,47.7,10.32,29.66,41.64,51.41,46.23,20.138282,74.774346,Not Sealed,Perfect,340.0
INDENT4135,Cluster35_Truck684,Customer135,Cluster35,18.66,58.62,14.05,21.99,17.27,17.45,19.968658,83.583504,Not Sealed,Good,340.0
INDENT11435,Cluster35_Truck684,Customer1435,Cluster35,54.65,28.54,33.52,24.06,22.19,52.5,15.489369,74.0943,Not Sealed,Perfect,340.0
INDENT12635,Cluster35_Truck684,Customer635,Cluster35,55.73,39.24,14.55,56.43,36.59,8.43,18.316701,77.220936,Not Sealed,Perfect,340.0
INDENT13435,Cluster35_Truck684,Customer1435,Cluster35,30.97,17.63,29.25,50.17,54.8,16.11,29.847681,79.505273,Not Sealed,Bad,340.0
INDENT15535,Cluster35_Truck684,Customer1535,Cluster35,53.68,58.79,42.12,48.29,35.25,10.89,13.382879,78.107564,Sealed,Good,340.0
INDENT436,Cluster36_Truck710,Customer436,Cluster36,18.21,43.63,59.53,5.47,48.15,15.6,18.251537,77.182036,Sealed,Good,410.0
INDENT1136,Cluster36_Truck710,Customer1136,Cluster36,29.12,38.17,57.85,17.78,31.07,49.24,29.609259,84.052152,Sealed,Good,410.0
INDENT3736,Cluster36_Truck710,Customer1736,Cluster36,40.33,57.53,12.55,30.26,21.38,55.07,29.935396,82.812161,Not Sealed,Moderate,410.0
INDENT5636,Cluster36_Truck710,Customer1636,Cluster36,15.95,31.24,33.79,35.84,13.6,52.48,16.646888,72.167846,Sealed,Good,410.0
INDENT5836,Cluster36_Truck710,Customer1836,Cluster36,35.56,51.28,30.05,57.0,41.61,16.69,13.626186,75.170374,Not Sealed,Perfect,410.0
INDENT8336,Cluster36_Truck710,Customer336,Cluster36,47.6,14.26,13.64,22.63,50.55,17.1,26.244069,86.63498,Not Sealed,Moderate,410.0
INDENT9036,Cluster36_Truck710,Customer1036,Cluster36,0.91,38.84,42.78,36.55,55.33,0.78,12.049738,76.643543,Sealed,Good,410.0
INDENT9236,Cluster36_Truck710,Customer1236,Cluster36,42.83,50.97,36.92,34.02,43.15,4.63,11.483672,74.429115,Not Sealed,Moderate,410.0
INDENT14136,Cluster36_Truck710,Customer136,Cluster36,31.65,21.17,36.89,4.63,49.11,51.96,19.021339,89.449841,Sealed,Good,410.0
INDENT14336,Cluster36_Truck710,Customer336,Cluster36,56.23,51.6,20.46,22.33,27.77,32.76,14.902307,78.363808,Not Sealed,Good,410.0
INDENT16636,Cluster36_Truck710,Customer636,Cluster36,26.64,6.25,9.76,50.74,1.93,30.9,29.77941,75.690158,Not Sealed,Perfect,410.0
INDENT437,Cluster37_Truck735,Customer437,Cluster37,22.45,40.31,12.18,31.95,19.79,53.03,28.549997,71.218802,Sealed,Good,360.0
INDENT8737,Cluster37_Truck735,Customer737,Cluster37,18.33,19.24,28.74,4.6,6.23,38.53,19.975856,71.265741,Sealed,Good,360.0
INDENT10037,Cluster37_Truck735,Customer37,Cluster37,27.82,16.56,15.17,27.13,7.42,21.35,29.678687,80.911841,Not Sealed,Moderate,360.0
INDENT12037,Cluster37_Truck735,Customer37,Cluster37,50.18,29.35,14.07,54.32,17.24,1.67,26.827448,87.287086,Not Sealed,Bad,360.0
INDENT12537,Cluster37_Truck735,Customer537,Cluster37,48.03,30.51,8.88,28.7,2.37,22.59,28.156574,77.042452,Sealed,Good,360.0
INDENT12837,Cluster37_Truck735,Customer837,Cluster37,13.6,1.81,59.9,47.96,46.14,45.76,19.675302,79.248982,Not Sealed,Bad,360.0
INDENT15937,Cluster37_Truck735,Customer1937,Cluster37,45.04,53.52,15.79,58.95,34.88,35.97,11.477463,70.972116,Not Sealed,Moderate,360.0
INDENT16137,Cluster37_Truck735,Customer137,Cluster37,27.07,43.39,9.48,51.56,14.04,52.72,24.716942,85.279733,Not Sealed,Bad,360.0
INDENT17537,Cluster37_Truck735,Customer1537,Cluster37,13.02,47.63,15.83,51.61,30.7,17.27,15.532308,89.178441,Sealed,Good,360.0
INDENT438,Cluster38_Truck744,Customer438,Cluster38,8.7,50.85,11.06,29.49,7.8,28.79,27.693288,74.94728,Sealed,Good,300.0
INDENT1938,Cluster38_Truck744,Customer1938,Cluster38,13.15,7.75,53.39,32.41,30.67,11.95,11.055976,89.859354,Not Sealed,Perfect,300.0
INDENT2738,Cluster38_Truck744,Customer738,Cluster38,7.25,26.35,38.41,32.14,15.83,52.22,26.357305,75.016015,Sealed,Good,300.0
INDENT3138,Cluster38_Truck744,Customer1138,Cluster38,9.88,59.88,28.31,16.13,56.82,17.7,21.462928,82.96558,Sealed,Good,300.0
INDENT4038,Cluster38_Truck744,Customer38,Cluster38,53.8,39.47,12.84,56.62,2.82,13.61,25.482091,89.374254,Sealed,Good,300.0
INDENT5038,Cluster38_Truck744,Customer1038,Cluster38,42.54,32.04,54.99,7.92,53.16,13.88,20.063448,72.502645,Sealed,Good,300.0
INDENT5138,Cluster38_Truck744,Customer1138,Cluster38,28.53,53.96,15.81,52.0,45.25,21.01,20.489744,76.289855,Not Sealed,Perfect,300.0
INDENT7238,Cluster38_Truck744,Customer1238,Cluster38,6.41,13.38,47.88,16.93,11.24,24.97,10.538904,76.12962,Sealed,Good,300.0
INDENT15338,Cluster38_Truck744,Customer1338,Cluster38,49.17,11.18,29.29,8.26,48.83,2.23,26.298165,76.202958,Sealed,Good,300.0
INDENT439,Cluster39_Truck772,Customer439,Cluster39,15.72,4.43,13.93,26.38,4.64,9.54,28.438032,87.78143,Sealed,Good,310.0
INDENT2039,Cluster39_Truck772,Customer39,Cluster39,2.66,34.95,36.49,34.46,46.57,27.25,29.867591,71.972207,Sealed,Good,310.0
INDENT4639,Cluster39_Truck772,Customer639,Cluster39,18.11,1.06,2.92,2.88,50.69,40.17,20.249585,73.668622,Not Sealed,Perfect,310.0
INDENT9239,Cluster39_Truck772,Customer1239,Cluster39,35.42,9.74,10.41,20.4,35.47,20.56,23.242206,80.759588,Sealed,Good,310.0
INDENT12339,Cluster39_Truck772,Customer339,Cluster39,22.14,55.45,32.26,28.36,23.6,16.48,10.32621,70.92653,Sealed,Good,310.0
INDENT13839,Cluster39_Truck772,Customer1839,Cluster39,51.49,56.63,35.32,39.37,7.4,20.39,10.911165,89.777238,Sealed,Good,310.0
INDENT15139,Cluster39_Truck772,Customer1139,Cluster39,34.68,22.71,18.88,41.49,19.77,6.85,25.051057,72.804121,Sealed,Good,310.0
INDENT15239,Cluster39_Truck772,Customer1239,Cluster39,37.82,3.38,22.28,47.5,42.7,0.38,15.074309,85.628114,Sealed,Good,310.0
INDENT15739,Cluster39_Truck772,Customer1739,Cluster39,39.69,22.35,1.21,37.23,16.24,20.07,23.898704,88.143577,Not Sealed,Moderate,310.0
INDENT17239,Cluster39_Truck772,Customer1239,Cluster39,48.57,4.28,25.12,1.94,54.77,1.61,29.36535,71.505935,Sealed,Good,310.0
INDENT440,Cluster40_Truck800,Customer440,Cluster40,49.81,9.9,26.06,28.62,16.16,41.78,23.489147,79.689393,Not Sealed,Good,340.0
INDENT1840,Cluster40_Truck800,Customer1840,Cluster40,32.03,32.19,54.99,28.18,57.13,51.95,22.486285,70.633803,Sealed,Good,340.0
INDENT1940,Cluster40_Truck800,Customer1940,Cluster40,25.44,47.23,14.44,14.1,56.61,26.0,13.918131,89.352913,Sealed,Good,340.0
INDENT4140,Cluster40_Truck800,Customer140,Cluster40,44.16,53.98,51.45,31.04,20.56,14.61,16.374567,73.649417,Not Sealed,Moderate,340.0
INDENT8140,Cluster40_Truck800,Customer140,Cluster40,20.85,21.79,1.18,39.72,16.76,18.27,29.556373,86.857884,Sealed,Good,340.0
INDENT9740,Cluster40_Truck800,Customer1740,Cluster40,52.13,54.47,11.73,20.79,38.01,48.04,21.713138,86.924279,Sealed,Good,340.0
INDENT10640,Cluster40_Truck800,Customer640,Cluster40,21.22,22.68,15.85,2.22,37.06,14.11,12.342578,85.40585,Not Sealed,Good,340.0
INDENT12340,Cluster40_Truck800,Customer340,Cluster40,14.75,51.0,42.28,5.38,45.07,54.7,15.247323,85.89636,Sealed,Good,340.0
INDENT16740,Cluster40_Truck800,Customer740,Cluster40,7.97,11.18,55.08,43.39,45.56,58.46,29.907926,88.575966,Sealed,Good,340.0
INDENT441,Cluster41_Truck811,Customer441,Cluster41,55.62,13.03,19.33,51.21,29.53,56.38,22.006984,79.05369,Not Sealed,Bad,280.0
INDENT1441,Cluster41_Truck811,Customer1441,Cluster41,5.1,31.08,49.88,0.12,28.33,1.71,15.341975,89.863977,Not Sealed,Bad,280.0
INDENT2141,Cluster41_Truck811,Customer141,Cluster41,7.82,14.63,22.23,7.39,51.93,35.42,21.045932,81.239167,Sealed,Good,280.0
INDENT2341,Cluster41_Truck811,Customer341,Cluster41,53.43,43.51,19.89,7.22,38.49,38.84,12.25642,71.690145,Not Sealed,Moderate,280.0
INDENT7141,Cluster41_Truck811,Customer1141,Cluster41,27.33,36.44,9.43,48.95,16.63,43.76,13.211385,82.428271,Sealed,Good,280.0
INDENT7341,Cluster41_Truck811,Customer1341,Cluster41,40.82,16.94,16.21,28.38,8.67,16.78,15.512486,82.685369,Sealed,Good,280.0
INDENT9241,Cluster41_Truck811,Customer1241,Cluster41,10.9,42.71,55.47,12.46,1.43,6.87,15.917549,82.530003,Sealed,Good,280.0
INDENT12041,Cluster41_Truck811,Customer41,Cluster41,14.47,2.77,22.52,58.44,45.86,1.63,15.698757,74.068262,Not Sealed,Moderate,280.0
INDENT14341,Cluster41_Truck811,Customer341,Cluster41,56.36,40.12,27.49,20.69,51.31,28.35,11.565425,78.615751,Sealed,Good,280.0
INDENT442,Cluster42_Truck825,Customer442,Cluster42,42.25,31.86,30.79,15.55,41.65,31.57,25.772948,72.835768,Not Sealed,Perfect,250.0
INDENT2442,Cluster42_Truck825,Customer442,Cluster42,23.96,6.26,10.24,48.77,53.86,31.71,16.86438,70.153301,Sealed,Good,250.0
INDENT3642,Cluster42_Truck825,Customer1642,Cluster42,23.11,36.9,7.0,31.22,2.99,31.4,29.15076,76.296492,Sealed,Good,250.0
INDENT8042,Cluster42_Truck825,Customer42,Cluster42,4.31,20.86,57.66,47.89,34.74,10.85,11.746061,78.503546,Not Sealed,Good,250.0
INDENT9042,Cluster42_Truck825,Customer1042,Cluster42,1.01,15.51,47.61,44.94,34.64,28.06,11.429363,85.680753,Not Sealed,Good,250.0
INDENT12942,Cluster42_Truck825,Customer942,Cluster42,45.09,7.87,3.39,9.3,14.43,48.45,19.148536,81.472254,Sealed,Good,250.0
INDENT13242,Cluster42_Truck825,Customer1242,Cluster42,47.69,39.66,10.58,50.53,7.98,58.49,25.022086,73.22861,Not Sealed,Good,250.0
INDENT445,Cluster45_Truck888,Customer445,Cluster45,35.13,34.04,52.47,27.02,50.89,59.88,22.345516,81.791344,Sealed,Good,570.0
INDENT2345,Cluster45_Truck888,Customer345,Cluster45,39.41,20.97,53.32,42.79,14.57,1.96,13.881514,81.434105,Not Sealed,Bad,570.0
INDENT2545,Cluster45_Truck888,Customer545,Cluster45,31.74,11.33,58.91,16.31,21.52,20.04,12.546864,72.42823,Sealed,Good,570.0
INDENT3145,Cluster45_Truck888,Customer1145,Cluster45,39.98,39.41,53.63,39.05,32.4,46.49,21.725844,88.033415,Sealed,Good,570.0
INDENT4345,Cluster45_Truck888,Customer345,Cluster45,42.03,45.79,52.35,42.44,47.44,37.79,28.739357,73.234251,Sealed,Good,570.0
INDENT5945,Cluster45_Truck888,Customer1945,Cluster45,17.65,53.71,22.57,22.55,6.38,42.98,18.681392,85.691864,Not Sealed,Good,570.0
INDENT6145,Cluster45_Truck888,Customer145,Cluster45,48.42,9.96,58.94,0.36,30.66,40.82,28.026861,76.033996,Not Sealed,Moderate,570.0
INDENT6445,Cluster45_Truck888,Customer445,Cluster45,25.59,39.66,20.96,45.69,56.47,37.72,24.08068,77.52658,Sealed,Good,570.0
INDENT10845,Cluster45_Truck888,Customer845,Cluster45,19.13,34.76,46.64,20.06,1.58,58.2,10.365825,87.169233,Sealed,Good,570.0
INDENT11245,Cluster45_Truck888,Customer1245,Cluster45,33.67,43.58,5.35,13.55,43.86,3.86,28.217265,85.179278,Not Sealed,Bad,570.0
INDENT11445,Cluster45_Truck888,Customer1445,Cluster45,55.16,32.87,53.21,4.55,13.93,9.58,24.953565,74.231536,Sealed,Good,570.0
INDENT12245,Cluster45_Truck888,Customer245,Cluster45,15.5,51.68,15.23,27.14,2.87,55.66,10.255402,76.507935,Not Sealed,Bad,570.0
INDENT12645,Cluster45_Truck888,Customer645,Cluster45,38.24,35.49,13.72,34.36,44.01,6.84,28.248728,71.715088,Not Sealed,Bad,570.0
INDENT12845,Cluster45_Truck888,Customer845,Cluster45,12.13,29.49,55.95,24.04,37.35,46.34,12.006402,83.401449,Sealed,Good,570.0
INDENT446,Cluster46_Truck911,Customer446,Cluster46,5.54,50.19,31.32,1.55,33.11,26.28,13.046096,74.314925,Sealed,Good,490.0
INDENT746,Cluster46_Truck911,Customer746,Cluster46,38.86,50.52,3.61,59.95,9.05,59.21,25.490845,89.397175,Not Sealed,Moderate,490.0
INDENT2946,Cluster46_Truck911,Customer946,Cluster46,37.17,38.95,11.0,31.78,5.51,45.75,18.244954,87.56824,Not Sealed,Moderate,490.0
INDENT4146,Cluster46_Truck911,Customer146,Cluster46,35.44,45.15,33.03,35.65,38.9,31.76,17.49435,78.097127,Sealed,Good,490.0
INDENT5946,Cluster46_Truck911,Customer1946,Cluster46,46.51,16.02,15.31,24.19,1.9,39.97,22.934889,77.276028,Sealed,Good,490.0
INDENT6446,Cluster46_Truck911,Customer446,Cluster46,33.62,16.77,43.86,33.08,19.03,55.73,18.130157,70.642964,Sealed,Good,490.0
INDENT6646,Cluster46_Truck911,Customer646,Cluster46,4.45,49.91,44.28,51.65,14.44,5.29,19.992525,70.750699,Sealed,Good,490.0
INDENT7646,Cluster46_Truck911,Customer1646,Cluster46,26.55,12.81,4.48,38.84,7.8,59.48,24.285706,71.271909,Sealed,Good,490.0
INDENT8346,Cluster46_Truck911,Customer346,Cluster46,44.44,15.01,28.31,24.47,54.57,26.77,28.104179,88.495287,Not Sealed,Perfect,490.0
INDENT9846,Cluster46_Truck911,Customer1846,Cluster46,16.78,46.15,50.37,59.69,22.72,12.99,19.493155,84.08883,Sealed,Good,490.0
INDENT11346,Cluster46_Truck911,Customer1346,Cluster46,54.87,0.65,15.15,32.89,34.17,51.05,12.553233,82.954924,Sealed,Good,490.0
INDENT12246,Cluster46_Truck911,Customer246,Cluster46,26.84,50.83,59.41,14.68,38.86,26.51,28.320023,73.133345,Not Sealed,Moderate,490.0
INDENT13246,Cluster46_Truck911,Customer1246,Cluster46,34.42,30.34,31.86,23.08,31.77,11.64,19.377873,85.807869,Sealed,Good,490.0
INDENT16846,Cluster46_Truck911,Customer846,Cluster46,35.18,35.76,55.54,58.11,29.46,17.04,24.728836,88.23968,Sealed,Good,490.0
INDENT447,Cluster47_Truck935,Customer447,Cluster47,34.4,44.67,53.78,20.4,42.62,5.5,16.890319,89.836489,Sealed,Good,300.0
INDENT2547,Cluster47_Truck935,Customer547,Cluster47,1.62,0.42,23.8,58.98,16.86,15.41,18.406369,76.434347,Not Sealed,Good,300.0
INDENT2747,Cluster47_Truck935,Customer747,Cluster47,46.76,49.63,31.92,1.35,26.39,49.29,22.278228,73.65039,Sealed,Good,300.0
INDENT3547,Cluster47_Truck935,Customer1547,Cluster47,31.77,54.11,29.47,46.23,14.11,10.45,20.035039,78.011948,Not Sealed,Moderate,300.0
INDENT6147,Cluster47_Truck935,Customer147,Cluster47,38.49,24.56,14.23,10.5,17.78,34.24,20.601234,75.502674,Not Sealed,Bad,300.0
INDENT8247,Cluster47_Truck935,Customer247,Cluster47,21.97,3.94,18.74,21.64,40.56,16.64,23.783044,88.095306,Not Sealed,Bad,300.0
INDENT12547,Cluster47_Truck935,Customer547,Cluster47,25.23,58.24,13.11,10.06,59.44,50.14,12.37378,79.220336,Not Sealed,Moderate,300.0
INDENT13647,Cluster47_Truck935,Customer1647,Cluster47,14.36,17.69,37.06,31.14,6.8,43.92,26.187238,89.277736,Sealed,Good,300.0
INDENT14047,Cluster47_Truck935,Customer47,Cluster47,18.06,38.18,11.67,34.79,22.62,28.02,22.128283,80.245155,Not Sealed,Moderate,300.0
INDENT449,Cluster49_Truck978,Customer449,Cluster49,59.59,27.24,38.18,22.34,13.99,51.95,19.814669,79.349996,Not Sealed,Good,500.0
INDENT1949,Cluster49_Truck978,Customer1949,Cluster49,11.03,11.24,28.49,46.08,47.06,47.54,24.671181,75.136239,Sealed,Good,500.0
INDENT2749,Cluster49_Truck978,Customer749,Cluster49,48.27,10.66,26.53,46.71,43.33,18.36,11.455103,80.919592,Not Sealed,Perfect,500.0
INDENT3249,Cluster49_Truck978,Customer1249,Cluster49,46.42,3.65,21.18,1.9,12.29,7.38,18.188238,84.289853,Not Sealed,Good,500.0
INDENT4349,Cluster49_Truck978,Customer349,Cluster49,23.13,25.92,56.45,5.37,53.2,6.41,12.370204,77.957326,Not Sealed,Moderate,500.0
INDENT4849,Cluster49_Truck978,Customer849,Cluster49,0.97,55.7,46.01,7.87,25.07,59.26,20.051972,83.035815,Not Sealed,Bad,500.0
INDENT7549,Cluster49_Truck978,Customer1549,Cluster49,27.68,30.66,46.55,0.35,20.29,40.04,26.172163,88.675246,Sealed,Good,500.0
INDENT7949,Cluster49_Truck978,Customer1949,Cluster49,21.52,9.31,48.45,7.28,27.79,54.46,15.328612,75.816652,Not Sealed,Moderate,500.0
INDENT9549,Cluster49_Truck978,Customer1549,Cluster49,33.83,59.09,41.02,30.98,50.63,15.61,20.862321,84.576567,Not Sealed,Bad,500.0
INDENT12849,Cluster49_Truck978,Customer849,Cluster49,15.28,15.6,17.75,58.95,33.73,52.51,24.949553,82.002876,Sealed,Good,500.0
