Indent_ID,Truck_Number,Date_of_Receiving,Entering_Time,Exiting_Time,Customer_ID,Cluster_ID,Entering_Storage_Time,Exiting_Storage_Time,Truck_Capacity
INDENT10191,Cluster91_Truck1806,2023-03-15,2023-03-15 10:00:00,2023-03-15 17:00:00,Customer191,Cluster91,2023-03-15 20:00:00,2023-03-15 23:00:00,420.0
INDENT11791,Cluster91_Truck1806,2023-01-27,2023-01-27 10:00:00,2023-01-27 17:00:00,Customer1791,Cluster91,2023-01-27 18:00:00,2023-01-28 02:00:00,420.0
INDENT13991,Cluster91_Truck1806,2023-11-01,2023-11-01 06:00:00,2023-11-01 08:00:00,Customer1991,Cluster91,2023-11-01 17:00:00,2023-11-01 20:00:00,420.0
INDENT16891,Cluster91_Truck1806,2022-02-05,2022-02-05 07:00:00,2022-02-05 12:00:00,Customer891,Cluster91,2022-02-05 18:00:00,2022-02-05 21:00:00,420.0
INDENT293,Cluster93_Truck1860,2023-11-11,2023-11-11 07:00:00,2023-11-11 09:00:00,Customer293,Cluster93,2023-11-11 20:00:00,2023-11-11 21:00:00,350.0
INDENT5093,Cluster93_Truck1860,2022-09-14,2022-09-14 10:00:00,2022-09-14 12:00:00,Customer1093,Cluster93,2022-09-14 20:00:00,2022-09-14 23:00:00,350.0
INDENT7093,Cluster93_Truck1860,2022-10-05,2022-10-05 08:00:00,2022-10-05 15:00:00,Customer1093,Cluster93,2022-10-05 20:00:00,2022-10-05 23:00:00,350.0
INDENT8693,Cluster93_Truck1860,2023-04-10,2023-04-10 06:00:00,2023-04-10 08:00:00,Customer693,Cluster93,2023-04-10 19:00:00,2023-04-11 03:00:00,350.0
INDENT10493,Cluster93_Truck1860,2022-02-22,2022-02-22 06:00:00,2022-02-22 11:00:00,Customer493,Cluster93,2022-02-22 18:00:00,2022-02-22 23:00:00,350.0
INDENT11093,Cluster93_Truck1860,2023-12-18,2023-12-18 10:00:00,2023-12-18 18:00:00,Customer1093,Cluster93,2023-12-18 16:00:00,2023-12-18 22:00:00,350.0
INDENT14093,Cluster93_Truck1860,2022-12-05,2022-12-05 09:00:00,2022-12-05 15:00:00,Customer93,Cluster93,2022-12-05 16:00:00,2022-12-05 23:00:00,350.0
INDENT15393,Cluster93_Truck1860,2022-08-19,2022-08-19 09:00:00,2022-08-19 17:00:00,Customer1393,Cluster93,2022-08-19 18:00:00,2022-08-19 22:00:00,350.0
INDENT15493,Cluster93_Truck1860,2023-09-24,2023-09-24 07:00:00,2023-09-24 13:00:00,Customer1493,Cluster93,2023-09-24 20:00:00,2023-09-25 00:00:00,350.0
INDENT16893,Cluster93_Truck1860,2022-10-23,2022-10-23 08:00:00,2022-10-23 13:00:00,Customer893,Cluster93,2022-10-23 18:00:00,2022-10-24 00:00:00,350.0
INDENT17893,Cluster93_Truck1860,2023-05-11,2023-05-11 10:00:00,2023-05-11 14:00:00,Customer1893,Cluster93,2023-05-11 19:00:00,2023-05-11 22:00:00,350.0
INDENT294,Cluster94_Truck1879,2022-09-17,2022-09-17 06:00:00,2022-09-17 12:00:00,Customer294,Cluster94,2022-09-17 17:00:00,2022-09-17 22:00:00,190.0
INDENT4494,Cluster94_Truck1879,2023-08-18,2023-08-18 08:00:00,2023-08-18 10:00:00,Customer494,Cluster94,2023-08-18 18:00:00,2023-08-18 20:00:00,190.0
INDENT7294,Cluster94_Truck1879,2023-02-24,2023-02-24 08:00:00,2023-02-24 09:00:00,Customer1294,Cluster94,2023-02-24 19:00:00,2023-02-24 20:00:00,190.0
INDENT11494,Cluster94_Truck1879,2023-07-06,2023-07-06 08:00:00,2023-07-06 10:00:00,Customer1494,Cluster94,2023-07-06 20:00:00,2023-07-07 00:00:00,190.0
INDENT12294,Cluster94_Truck1879,2022-09-15,2022-09-15 07:00:00,2022-09-15 10:00:00,Customer294,Cluster94,2022-09-15 20:00:00,2022-09-16 04:00:00,190.0
INDENT295,Cluster95_Truck1895,2022-03-13,2022-03-13 08:00:00,2022-03-13 16:00:00,Customer295,Cluster95,2022-03-13 19:00:00,2022-03-14 00:00:00,210.0
INDENT5995,Cluster95_Truck1895,2023-02-13,2023-02-13 07:00:00,2023-02-13 15:00:00,Customer1995,Cluster95,2023-02-13 18:00:00,2023-02-13 23:00:00,210.0
INDENT6395,Cluster95_Truck1895,2022-08-04,2022-08-04 08:00:00,2022-08-04 11:00:00,Customer395,Cluster95,2022-08-04 16:00:00,2022-08-04 19:00:00,210.0
INDENT9595,Cluster95_Truck1895,2023-02-15,2023-02-15 09:00:00,2023-02-15 12:00:00,Customer1595,Cluster95,2023-02-15 18:00:00,2023-02-15 23:00:00,210.0
INDENT10295,Cluster95_Truck1895,2023-01-06,2023-01-06 07:00:00,2023-01-06 10:00:00,Customer295,Cluster95,2023-01-06 20:00:00,2023-01-06 22:00:00,210.0
INDENT13795,Cluster95_Truck1895,2023-04-27,2023-04-27 10:00:00,2023-04-27 17:00:00,Customer1795,Cluster95,2023-04-27 18:00:00,2023-04-27 21:00:00,210.0
INDENT296,Cluster96_Truck1912,2023-08-04,2023-08-04 10:00:00,2023-08-04 11:00:00,Customer296,Cluster96,2023-08-04 17:00:00,2023-08-04 23:00:00,150.0
INDENT3896,Cluster96_Truck1912,2022-06-07,2022-06-07 10:00:00,2022-06-07 15:00:00,Customer1896,Cluster96,2022-06-07 18:00:00,2022-06-07 20:00:00,150.0
INDENT5496,Cluster96_Truck1912,2023-04-27,2023-04-27 09:00:00,2023-04-27 11:00:00,Customer1496,Cluster96,2023-04-27 16:00:00,2023-04-27 18:00:00,150.0
INDENT12196,Cluster96_Truck1912,2023-01-07,2023-01-07 07:00:00,2023-01-07 14:00:00,Customer196,Cluster96,2023-01-07 19:00:00,2023-01-08 01:00:00,150.0
INDENT13696,Cluster96_Truck1912,2023-10-28,2023-10-28 06:00:00,2023-10-28 14:00:00,Customer1696,Cluster96,2023-10-28 18:00:00,2023-10-29 02:00:00,150.0
INDENT297,Cluster97_Truck1932,2022-03-01,2022-03-01 06:00:00,2022-03-01 13:00:00,Customer297,Cluster97,2022-03-01 19:00:00,2022-03-02 01:00:00,490.0
INDENT1097,Cluster97_Truck1932,2023-03-30,2023-03-30 06:00:00,2023-03-30 07:00:00,Customer1097,Cluster97,2023-03-30 16:00:00,2023-03-30 18:00:00,490.0
INDENT2797,Cluster97_Truck1932,2023-05-24,2023-05-24 06:00:00,2023-05-24 11:00:00,Customer797,Cluster97,2023-05-24 16:00:00,2023-05-24 22:00:00,490.0
INDENT4797,Cluster97_Truck1932,2023-01-25,2023-01-25 10:00:00,2023-01-25 14:00:00,Customer797,Cluster97,2023-01-25 20:00:00,2023-01-25 22:00:00,490.0
INDENT10097,Cluster97_Truck1932,2023-07-24,2023-07-24 09:00:00,2023-07-24 12:00:00,Customer97,Cluster97,2023-07-24 20:00:00,2023-07-25 03:00:00,490.0
INDENT11197,Cluster97_Truck1932,2022-12-30,2022-12-30 08:00:00,2022-12-30 14:00:00,Customer1197,Cluster97,2022-12-30 17:00:00,2022-12-30 23:00:00,490.0
INDENT11697,Cluster97_Truck1932,2022-07-07,2022-07-07 07:00:00,2022-07-07 10:00:00,Customer1697,Cluster97,2022-07-07 18:00:00,2022-07-07 23:00:00,490.0
INDENT12397,Cluster97_Truck1932,2023-05-18,2023-05-18 10:00:00,2023-05-18 18:00:00,Customer397,Cluster97,2023-05-18 18:00:00,2023-05-18 21:00:00,490.0
INDENT12997,Cluster97_Truck1932,2023-10-07,2023-10-07 10:00:00,2023-10-07 13:00:00,Customer997,Cluster97,2023-10-07 18:00:00,2023-10-08 02:00:00,490.0
INDENT14697,Cluster97_Truck1932,2022-11-29,2022-11-29 06:00:00,2022-11-29 14:00:00,Customer697,Cluster97,2022-11-29 18:00:00,2022-11-29 20:00:00,490.0
INDENT17397,Cluster97_Truck1932,2022-04-06,2022-04-06 06:00:00,2022-04-06 10:00:00,Customer1397,Cluster97,2022-04-06 17:00:00,2022-04-07 01:00:00,490.0
INDENT17497,Cluster97_Truck1932,2022-10-11,2022-10-11 06:00:00,2022-10-11 13:00:00,Customer1497,Cluster97,2022-10-11 17:00:00,2022-10-11 23:00:00,490.0
INDENT298,Cluster98_Truck1944,2022-11-07,2022-11-07 06:00:00,2022-11-07 12:00:00,Customer298,Cluster98,2022-11-07 18:00:00,2022-11-07 20:00:00,260.0
INDENT6098,Cluster98_Truck1944,2023-12-12,2023-12-12 06:00:00,2023-12-12 10:00:00,Customer98,Cluster98,2023-12-12 19:00:00,2023-12-12 21:00:00,260.0
INDENT8398,Cluster98_Truck1944,2022-05-25,2022-05-25 07:00:00,2022-05-25 14:00:00,Customer398,Cluster98,2022-05-25 16:00:00,2022-05-25 22:00:00,260.0
INDENT8998,Cluster98_Truck1944,2023-06-05,2023-06-05 08:00:00,2023-06-05 14:00:00,Customer998,Cluster98,2023-06-05 17:00:00,2023-06-05 21:00:00,260.0
INDENT9898,Cluster98_Truck1944,2022-03-08,2022-03-08 08:00:00,2022-03-08 10:00:00,Customer1898,Cluster98,2022-03-08 17:00:00,2022-03-08 20:00:00,260.0
INDENT11498,Cluster98_Truck1944,2023-02-19,2023-02-19 07:00:00,2023-02-19 10:00:00,Customer1498,Cluster98,2023-02-19 16:00:00,2023-02-19 18:00:00,260.0
INDENT14198,Cluster98_Truck1944,2023-04-10,2023-04-10 10:00:00,2023-04-10 15:00:00,Customer198,Cluster98,2023-04-10 19:00:00,2023-04-11 00:00:00,260.0
INDENT299,Cluster99_Truck1973,2022-06-01,2022-06-01 06:00:00,2022-06-01 08:00:00,Customer299,Cluster99,2022-06-01 20:00:00,2022-06-02 04:00:00,300.0
INDENT2099,Cluster99_Truck1973,2022-12-13,2022-12-13 07:00:00,2022-12-13 11:00:00,Customer99,Cluster99,2022-12-13 16:00:00,2022-12-13 22:00:00,300.0
INDENT2299,Cluster99_Truck1973,2022-01-02,2022-01-02 08:00:00,2022-01-02 14:00:00,Customer299,Cluster99,2022-01-02 18:00:00,2022-01-02 19:00:00,300.0
INDENT3499,Cluster99_Truck1973,2022-11-29,2022-11-29 08:00:00,2022-11-29 11:00:00,Customer1499,Cluster99,2022-11-29 18:00:00,2022-11-30 02:00:00,300.0
INDENT4799,Cluster99_Truck1973,2022-10-30,2022-10-30 08:00:00,2022-10-30 14:00:00,Customer799,Cluster99,2022-10-30 17:00:00,2022-10-31 01:00:00,300.0
INDENT5399,Cluster99_Truck1973,2023-03-30,2023-03-30 06:00:00,2023-03-30 12:00:00,Customer1399,Cluster99,2023-03-30 16:00:00,2023-03-30 19:00:00,300.0
INDENT15099,Cluster99_Truck1973,2023-02-04,2023-02-04 08:00:00,2023-02-04 12:00:00,Customer1099,Cluster99,2023-02-04 17:00:00,2023-02-05 00:00:00,300.0
INDENT300,Cluster100_Truck1995,2022-12-25,2022-12-25 09:00:00,2022-12-25 12:00:00,Customer300,Cluster100,2022-12-25 16:00:00,2022-12-25 18:00:00,370.0
INDENT2300,Cluster100_Truck1995,2023-04-01,2023-04-01 06:00:00,2023-04-01 14:00:00,Customer300,Cluster100,2023-04-01 19:00:00,2023-04-02 00:00:00,370.0
INDENT2700,Cluster100_Truck1995,2023-03-04,2023-03-04 08:00:00,2023-03-04 12:00:00,Customer700,Cluster100,2023-03-04 17:00:00,2023-03-04 19:00:00,370.0
INDENT4800,Cluster100_Truck1995,2023-02-24,2023-02-24 07:00:00,2023-02-24 11:00:00,Customer800,Cluster100,2023-02-24 19:00:00,2023-02-25 02:00:00,370.0
INDENT6300,Cluster100_Truck1995,2023-04-06,2023-04-06 07:00:00,2023-04-06 14:00:00,Customer300,Cluster100,2023-04-06 18:00:00,2023-04-06 19:00:00,370.0
INDENT11000,Cluster100_Truck1995,2023-06-11,2023-06-11 10:00:00,2023-06-11 12:00:00,Customer1000,Cluster100,2023-06-11 16:00:00,2023-06-11 21:00:00,370.0
INDENT15400,Cluster100_Truck1995,2022-09-27,2022-09-27 09:00:00,2022-09-27 11:00:00,Customer1400,Cluster100,2022-09-27 16:00:00,2022-09-28 00:00:00,370.0
INDENT15900,Cluster100_Truck1995,2022-10-21,2022-10-21 07:00:00,2022-10-21 11:00:00,Customer1900,Cluster100,2022-10-21 18:00:00,2022-10-21 21:00:00,370.0
INDENT17600,Cluster100_Truck1995,2023-12-14,2023-12-14 10:00:00,2023-12-14 13:00:00,Customer1600,Cluster100,2023-12-14 19:00:00,2023-12-14 23:00:00,370.0
INDENT301,Cluster1_Truck16,2022-04-29,2022-04-29 06:00:00,2022-04-29 07:00:00,Customer301,Cluster1,2022-04-29 17:00:00,2022-04-29 20:00:00,380.0
INDENT2601,Cluster1_Truck16,2022-10-03,2022-10-03 07:00:00,2022-10-03 09:00:00,Customer601,Cluster1,2022-10-03 19:00:00,2022-10-03 21:00:00,380.0
INDENT6901,Cluster1_Truck16,2023-01-24,2023-01-24 08:00:00,2023-01-24 13:00:00,Customer901,Cluster1,2023-01-24 16:00:00,2023-01-24 19:00:00,380.0
INDENT7001,Cluster1_Truck16,2023-06-09,2023-06-09 10:00:00,2023-06-09 11:00:00,Customer1001,Cluster1,2023-06-09 20:00:00,2023-06-10 02:00:00,380.0
INDENT7101,Cluster1_Truck16,2023-11-11,2023-11-11 08:00:00,2023-11-11 14:00:00,Customer1101,Cluster1,2023-11-11 18:00:00,2023-11-12 01:00:00,380.0
INDENT8301,Cluster1_Truck16,2023-08-14,2023-08-14 08:00:00,2023-08-14 12:00:00,Customer301,Cluster1,2023-08-14 18:00:00,2023-08-15 00:00:00,380.0
INDENT10701,Cluster1_Truck16,2023-01-14,2023-01-14 06:00:00,2023-01-14 13:00:00,Customer701,Cluster1,2023-01-14 20:00:00,2023-01-15 00:00:00,380.0
INDENT10901,Cluster1_Truck16,2022-11-01,2022-11-01 08:00:00,2022-11-01 16:00:00,Customer901,Cluster1,2022-11-01 16:00:00,2022-11-01 21:00:00,380.0
INDENT11601,Cluster1_Truck16,2023-03-09,2023-03-09 09:00:00,2023-03-09 16:00:00,Customer1601,Cluster1,2023-03-09 19:00:00,2023-03-09 21:00:00,380.0
INDENT13801,Cluster1_Truck16,2022-03-13,2022-03-13 06:00:00,2022-03-13 11:00:00,Customer1801,Cluster1,2022-03-13 16:00:00,2022-03-13 23:00:00,380.0
INDENT14801,Cluster1_Truck16,2022-09-30,2022-09-30 08:00:00,2022-09-30 09:00:00,Customer801,Cluster1,2022-09-30 20:00:00,2022-10-01 01:00:00,380.0
INDENT17001,Cluster1_Truck16,2022-11-24,2022-11-24 10:00:00,2022-11-24 12:00:00,Customer1001,Cluster1,2022-11-24 18:00:00,2022-11-24 22:00:00,380.0
INDENT302,Cluster2_Truck37,2022-06-11,2022-06-11 10:00:00,2022-06-11 11:00:00,Customer302,Cluster2,2022-06-11 16:00:00,2022-06-11 23:00:00,400.0
INDENT1502,Cluster2_Truck37,2022-01-11,2022-01-11 07:00:00,2022-01-11 11:00:00,Customer1502,Cluster2,2022-01-11 20:00:00,2022-01-12 02:00:00,400.0
INDENT1802,Cluster2_Truck37,2023-01-22,2023-01-22 07:00:00,2023-01-22 14:00:00,Customer1802,Cluster2,2023-01-22 17:00:00,2023-01-22 19:00:00,400.0
INDENT4402,Cluster2_Truck37,2023-07-29,2023-07-29 06:00:00,2023-07-29 10:00:00,Customer402,Cluster2,2023-07-29 20:00:00,2023-07-29 23:00:00,400.0
INDENT6102,Cluster2_Truck37,2022-09-20,2022-09-20 09:00:00,2022-09-20 14:00:00,Customer102,Cluster2,2022-09-20 18:00:00,2022-09-21 02:00:00,400.0
INDENT7102,Cluster2_Truck37,2023-07-15,2023-07-15 09:00:00,2023-07-15 13:00:00,Customer1102,Cluster2,2023-07-15 17:00:00,2023-07-15 19:00:00,400.0
INDENT10502,Cluster2_Truck37,2022-02-01,2022-02-01 09:00:00,2022-02-01 17:00:00,Customer502,Cluster2,2022-02-01 19:00:00,2022-02-02 03:00:00,400.0
INDENT13202,Cluster2_Truck37,2022-09-13,2022-09-13 07:00:00,2022-09-13 09:00:00,Customer1202,Cluster2,2022-09-13 17:00:00,2022-09-13 20:00:00,400.0
INDENT13702,Cluster2_Truck37,2022-11-19,2022-11-19 09:00:00,2022-11-19 12:00:00,Customer1702,Cluster2,2022-11-19 18:00:00,2022-11-19 20:00:00,400.0
INDENT15002,Cluster2_Truck37,2022-10-24,2022-10-24 09:00:00,2022-10-24 16:00:00,Customer1002,Cluster2,2022-10-24 17:00:00,2022-10-24 21:00:00,400.0
INDENT15202,Cluster2_Truck37,2023-02-21,2023-02-21 06:00:00,2023-02-21 11:00:00,Customer1202,Cluster2,2023-02-21 16:00:00,2023-02-22 00:00:00,400.0
INDENT303,Cluster3_Truck56,2023-09-08,2023-09-08 06:00:00,2023-09-08 11:00:00,Customer303,Cluster3,2023-09-08 20:00:00,2023-09-08 23:00:00,330.0
INDENT3103,Cluster3_Truck56,2022-04-18,2022-04-18 08:00:00,2022-04-18 14:00:00,Customer1103,Cluster3,2022-04-18 19:00:00,2022-04-18 21:00:00,330.0
INDENT3703,Cluster3_Truck56,2022-10-13,2022-10-13 06:00:00,2022-10-13 07:00:00,Customer1703,Cluster3,2022-10-13 19:00:00,2022-10-14 02:00:00,330.0
INDENT4803,Cluster3_Truck56,2023-03-24,2023-03-24 10:00:00,2023-03-24 11:00:00,Customer803,Cluster3,2023-03-24 19:00:00,2023-03-24 22:00:00,330.0
INDENT7003,Cluster3_Truck56,2023-03-21,2023-03-21 07:00:00,2023-03-21 09:00:00,Customer1003,Cluster3,2023-03-21 17:00:00,2023-03-22 00:00:00,330.0
INDENT9203,Cluster3_Truck56,2023-05-25,2023-05-25 06:00:00,2023-05-25 10:00:00,Customer1203,Cluster3,2023-05-25 20:00:00,2023-05-26 03:00:00,330.0
INDENT10903,Cluster3_Truck56,2023-06-08,2023-06-08 08:00:00,2023-06-08 11:00:00,Customer903,Cluster3,2023-06-08 17:00:00,2023-06-09 01:00:00,330.0
INDENT13703,Cluster3_Truck56,2022-03-23,2022-03-23 06:00:00,2022-03-23 13:00:00,Customer1703,Cluster3,2022-03-23 20:00:00,2022-03-24 00:00:00,330.0
INDENT15503,Cluster3_Truck56,2023-08-23,2023-08-23 10:00:00,2023-08-23 18:00:00,Customer1503,Cluster3,2023-08-23 16:00:00,2023-08-23 20:00:00,330.0
INDENT304,Cluster4_Truck65,2023-12-13,2023-12-13 07:00:00,2023-12-13 10:00:00,Customer304,Cluster4,2023-12-13 18:00:00,2023-12-13 21:00:00,400.0
INDENT5704,Cluster4_Truck65,2022-05-17,2022-05-17 08:00:00,2022-05-17 13:00:00,Customer1704,Cluster4,2022-05-17 16:00:00,2022-05-17 18:00:00,400.0
INDENT7304,Cluster4_Truck65,2022-10-17,2022-10-17 09:00:00,2022-10-17 14:00:00,Customer1304,Cluster4,2022-10-17 16:00:00,2022-10-17 17:00:00,400.0
INDENT8704,Cluster4_Truck65,2023-06-22,2023-06-22 08:00:00,2023-06-22 14:00:00,Customer704,Cluster4,2023-06-22 17:00:00,2023-06-22 21:00:00,400.0
INDENT9904,Cluster4_Truck65,2022-01-08,2022-01-08 09:00:00,2022-01-08 13:00:00,Customer1904,Cluster4,2022-01-08 19:00:00,2022-01-08 22:00:00,400.0
INDENT11204,Cluster4_Truck65,2023-10-15,2023-10-15 06:00:00,2023-10-15 10:00:00,Customer1204,Cluster4,2023-10-15 19:00:00,2023-10-15 21:00:00,400.0
INDENT13204,Cluster4_Truck65,2023-02-13,2023-02-13 07:00:00,2023-02-13 13:00:00,Customer1204,Cluster4,2023-02-13 18:00:00,2023-02-13 20:00:00,400.0
INDENT14104,Cluster4_Truck65,2022-10-05,2022-10-05 09:00:00,2022-10-05 14:00:00,Customer104,Cluster4,2022-10-05 18:00:00,2022-10-06 01:00:00,400.0
INDENT14804,Cluster4_Truck65,2023-12-13,2023-12-13 09:00:00,2023-12-13 17:00:00,Customer804,Cluster4,2023-12-13 20:00:00,2023-12-14 04:00:00,400.0
INDENT15804,Cluster4_Truck65,2022-11-04,2022-11-04 07:00:00,2022-11-04 14:00:00,Customer1804,Cluster4,2022-11-04 16:00:00,2022-11-04 19:00:00,400.0
INDENT16304,Cluster4_Truck65,2022-07-10,2022-07-10 10:00:00,2022-07-10 15:00:00,Customer304,Cluster4,2022-07-10 19:00:00,2022-07-11 02:00:00,400.0
INDENT17804,Cluster4_Truck65,2023-01-15,2023-01-15 06:00:00,2023-01-15 14:00:00,Customer1804,Cluster4,2023-01-15 19:00:00,2023-01-15 22:00:00,400.0
INDENT305,Cluster5_Truck83,2023-01-20,2023-01-20 06:00:00,2023-01-20 09:00:00,Customer305,Cluster5,2023-01-20 20:00:00,2023-01-20 23:00:00,340.0
INDENT5105,Cluster5_Truck83,2023-06-09,2023-06-09 10:00:00,2023-06-09 18:00:00,Customer1105,Cluster5,2023-06-09 16:00:00,2023-06-09 17:00:00,340.0
INDENT8005,Cluster5_Truck83,2023-11-11,2023-11-11 08:00:00,2023-11-11 10:00:00,Customer5,Cluster5,2023-11-11 20:00:00,2023-11-12 01:00:00,340.0
INDENT8505,Cluster5_Truck83,2022-07-20,2022-07-20 09:00:00,2022-07-20 15:00:00,Customer505,Cluster5,2022-07-20 18:00:00,2022-07-21 01:00:00,340.0
INDENT10005,Cluster5_Truck83,2022-07-09,2022-07-09 08:00:00,2022-07-09 14:00:00,Customer5,Cluster5,2022-07-09 18:00:00,2022-07-10 01:00:00,340.0
INDENT10805,Cluster5_Truck83,2022-08-07,2022-08-07 09:00:00,2022-08-07 15:00:00,Customer805,Cluster5,2022-08-07 20:00:00,2022-08-08 03:00:00,340.0
INDENT11105,Cluster5_Truck83,2022-08-16,2022-08-16 07:00:00,2022-08-16 12:00:00,Customer1105,Cluster5,2022-08-16 18:00:00,2022-08-16 19:00:00,340.0
INDENT12505,Cluster5_Truck83,2022-01-09,2022-01-09 08:00:00,2022-01-09 16:00:00,Customer505,Cluster5,2022-01-09 17:00:00,2022-01-09 19:00:00,340.0
INDENT17405,Cluster5_Truck83,2023-11-20,2023-11-20 07:00:00,2023-11-20 15:00:00,Customer1405,Cluster5,2023-11-20 16:00:00,2023-11-20 21:00:00,340.0
INDENT306,Cluster6_Truck105,2023-03-20,2023-03-20 09:00:00,2023-03-20 15:00:00,Customer306,Cluster6,2023-03-20 18:00:00,2023-03-21 02:00:00,150.0
INDENT2506,Cluster6_Truck105,2023-07-28,2023-07-28 09:00:00,2023-07-28 16:00:00,Customer506,Cluster6,2023-07-28 16:00:00,2023-07-28 20:00:00,150.0
INDENT3506,Cluster6_Truck105,2022-06-01,2022-06-01 07:00:00,2022-06-01 12:00:00,Customer1506,Cluster6,2022-06-01 19:00:00,2022-06-02 00:00:00,150.0
INDENT3806,Cluster6_Truck105,2022-05-20,2022-05-20 08:00:00,2022-05-20 16:00:00,Customer1806,Cluster6,2022-05-20 17:00:00,2022-05-20 18:00:00,150.0
INDENT16706,Cluster6_Truck105,2023-09-14,2023-09-14 08:00:00,2023-09-14 13:00:00,Customer706,Cluster6,2023-09-14 17:00:00,2023-09-14 23:00:00,150.0
INDENT308,Cluster8_Truck154,2022-07-08,2022-07-08 07:00:00,2022-07-08 12:00:00,Customer308,Cluster8,2022-07-08 17:00:00,2022-07-08 20:00:00,190.0
INDENT1408,Cluster8_Truck154,2023-03-15,2023-03-15 07:00:00,2023-03-15 13:00:00,Customer1408,Cluster8,2023-03-15 20:00:00,2023-03-16 02:00:00,190.0
INDENT4108,Cluster8_Truck154,2022-11-03,2022-11-03 09:00:00,2022-11-03 17:00:00,Customer108,Cluster8,2022-11-03 18:00:00,2022-11-03 19:00:00,190.0
INDENT6908,Cluster8_Truck154,2022-01-26,2022-01-26 06:00:00,2022-01-26 14:00:00,Customer908,Cluster8,2022-01-26 17:00:00,2022-01-26 21:00:00,190.0
INDENT9108,Cluster8_Truck154,2022-10-26,2022-10-26 10:00:00,2022-10-26 18:00:00,Customer1108,Cluster8,2022-10-26 20:00:00,2022-10-27 04:00:00,190.0
INDENT309,Cluster9_Truck166,2023-01-08,2023-01-08 07:00:00,2023-01-08 13:00:00,Customer309,Cluster9,2023-01-08 19:00:00,2023-01-08 20:00:00,340.0
INDENT2809,Cluster9_Truck166,2022-12-16,2022-12-16 08:00:00,2022-12-16 14:00:00,Customer809,Cluster9,2022-12-16 20:00:00,2022-12-17 04:00:00,340.0
INDENT3509,Cluster9_Truck166,2023-10-19,2023-10-19 06:00:00,2023-10-19 13:00:00,Customer1509,Cluster9,2023-10-19 20:00:00,2023-10-20 02:00:00,340.0
INDENT3609,Cluster9_Truck166,2022-08-05,2022-08-05 08:00:00,2022-08-05 10:00:00,Customer1609,Cluster9,2022-08-05 17:00:00,2022-08-05 20:00:00,340.0
INDENT9709,Cluster9_Truck166,2022-04-22,2022-04-22 10:00:00,2022-04-22 14:00:00,Customer1709,Cluster9,2022-04-22 17:00:00,2022-04-23 00:00:00,340.0
INDENT10709,Cluster9_Truck166,2022-05-06,2022-05-06 09:00:00,2022-05-06 10:00:00,Customer709,Cluster9,2022-05-06 17:00:00,2022-05-06 23:00:00,340.0
INDENT11509,Cluster9_Truck166,2022-07-02,2022-07-02 08:00:00,2022-07-02 14:00:00,Customer1509,Cluster9,2022-07-02 17:00:00,2022-07-02 19:00:00,340.0
INDENT13809,Cluster9_Truck166,2022-02-20,2022-02-20 06:00:00,2022-02-20 09:00:00,Customer1809,Cluster9,2022-02-20 20:00:00,2022-02-21 04:00:00,340.0
INDENT14109,Cluster9_Truck166,2022-04-14,2022-04-14 07:00:00,2022-04-14 09:00:00,Customer109,Cluster9,2022-04-14 20:00:00,2022-04-14 23:00:00,340.0
INDENT15709,Cluster9_Truck166,2023-05-18,2023-05-18 07:00:00,2023-05-18 09:00:00,Customer1709,Cluster9,2023-05-18 19:00:00,2023-05-18 23:00:00,340.0
INDENT310,Cluster10_Truck196,2023-06-18,2023-06-18 07:00:00,2023-06-18 09:00:00,Customer310,Cluster10,2023-06-18 20:00:00,2023-06-19 02:00:00,190.0
INDENT3010,Cluster10_Truck196,2023-04-12,2023-04-12 07:00:00,2023-04-12 09:00:00,Customer1010,Cluster10,2023-04-12 16:00:00,2023-04-13 00:00:00,190.0
INDENT4710,Cluster10_Truck196,2022-02-12,2022-02-12 09:00:00,2022-02-12 12:00:00,Customer710,Cluster10,2022-02-12 19:00:00,2022-02-12 21:00:00,190.0
INDENT9010,Cluster10_Truck196,2022-12-07,2022-12-07 07:00:00,2022-12-07 08:00:00,Customer1010,Cluster10,2022-12-07 20:00:00,2022-12-08 02:00:00,190.0
INDENT11210,Cluster10_Truck196,2022-02-20,2022-02-20 10:00:00,2022-02-20 18:00:00,Customer1210,Cluster10,2022-02-20 17:00:00,2022-02-20 22:00:00,190.0
INDENT16310,Cluster10_Truck196,2022-03-15,2022-03-15 10:00:00,2022-03-15 11:00:00,Customer310,Cluster10,2022-03-15 20:00:00,2022-03-16 03:00:00,190.0
INDENT311,Cluster11_Truck207,2023-05-20,2023-05-20 08:00:00,2023-05-20 09:00:00,Customer311,Cluster11,2023-05-20 17:00:00,2023-05-20 18:00:00,500.0
INDENT511,Cluster11_Truck207,2022-09-06,2022-09-06 10:00:00,2022-09-06 17:00:00,Customer511,Cluster11,2022-09-06 16:00:00,2022-09-06 22:00:00,500.0
INDENT4211,Cluster11_Truck207,2022-11-06,2022-11-06 08:00:00,2022-11-06 09:00:00,Customer211,Cluster11,2022-11-06 20:00:00,2022-11-06 22:00:00,500.0
INDENT6511,Cluster11_Truck207,2022-11-11,2022-11-11 08:00:00,2022-11-11 10:00:00,Customer511,Cluster11,2022-11-11 16:00:00,2022-11-11 17:00:00,500.0
